记录编号,部门,员工级别,费用类型,报销金额,发票金额,金额差额,发票张数,费用发生后提交天数,审批层级数,近30天同供应商报销次数,员工近30天报销次数,员工近6个月退回次数,同类费用平均金额,高于同类平均金额比例,部门预算使用率,发票抬头是否一致,是否有合同附件,是否周末发生费用,是否疑似重复发票,供应商信用等级,审核结果
R000215,生产部,普通员工,广告宣传费,4143,4143,0,4,34,2,3,5,1,5000,-0.1714,0.6567,是,是,否,否,B,通过
R000216,市场部,普通员工,招待费,2896,2896,0,2,76,2,1,14,2,2200,0.3164,1.0082,是,否,否,否,A,退回
R000217,生产部,实习生,会议费,3654,3654,0,2,18,2,8,7,0,3200,0.1419,0.6371,是,是,否,否,B,通过
R000218,财务部,主管,办公用品,1892,1892,0,4,12,2,6,7,0,700,1.7029,0.7601,是,否,是,否,A,通过
R000219,销售部,普通员工,培训费,1285,1285,0,2,33,2,5,15,0,2600,-0.5058,0.4913,是,是,否,否,B,人工复核
R000220,信息技术部,普通员工,招待费,2337,2337,0,1,24,2,8,2,0,2200,0.0623,0.4977,是,否,否,否,A,通过
R000221,行政部,普通员工,交通费,255,255,0,4,32,1,8,6,1,350,-0.2714,0.7892,是,否,否,否,A,退回
R000222,采购部,经理,交通费,324,324,0,2,15,1,7,2,0,350,-0.0743,0.979,是,是,否,是,A,退回
R000223,行政部,普通员工,办公用品,2445,2445,0,6,61,2,1,1,0,700,2.4929,0.6823,是,否,否,否,A,人工复核
R000224,生产部,普通员工,广告宣传费,7099,7049,50,4,40,3,4,7,1,5000,0.4198,1.0224,是,是,否,否,A,人工复核
R000225,财务部,经理,办公用品,1102,1102,0,1,18,2,4,6,1,700,0.5743,0.6997,是,否,否,否,A,人工复核
R000226,行政部,普通员工,办公用品,1344,1291,53,2,21,2,1,2,0,700,0.92,0.4663,是,是,否,否,A,通过
R000227,信息技术部,主管,招待费,1575,1575,0,4,89,2,5,5,0,2200,-0.2841,0.7517,是,否,是,否,B,人工复核
R000228,生产部,主管,交通费,494,494,0,1,38,1,2,1,0,350,0.4114,0.3684,是,是,否,否,B,通过
R000229,行政部,主管,差旅费,2031,2031,0,3,28,2,1,1,0,1800,0.1283,1.1855,是,否,否,否,B,通过
R000230,销售部,普通员工,交通费,422,422,0,4,16,1,6,3,0,350,0.2057,0.387,否,否,否,否,A,人工复核
R000231,销售部,普通员工,招待费,9160,9160,0,1,25,3,1,7,0,2200,3.1636,1.0297,是,否,否,否,A,人工复核
R000232,采购部,主管,办公用品,1059,1059,0,4,31,2,0,1,0,700,0.5129,0.732,是,否,否,否,A,通过
R000233,采购部,普通员工,差旅费,2618,2618,0,4,36,2,5,6,2,1800,0.4544,0.5862,是,否,否,否,C,人工复核
R000234,财务部,实习生,维修费,4903,4903,0,2,27,2,8,14,0,1500,2.2687,0.6028,是,是,否,否,A,人工复核
R000235,采购部,普通员工,咨询服务费,6457,6457,0,2,28,3,6,4,0,6500,-0.0066,0.5228,是,是,是,否,B,通过
R000236,人力资源部,普通员工,办公用品,732,1058,326,1,32,1,8,7,0,700,0.0457,0.8678,是,否,否,否,B,人工复核
R000237,信息技术部,普通员工,交通费,372,372,0,3,9,1,2,1,0,350,0.0629,0.799,是,否,否,否,B,通过
R000238,采购部,普通员工,差旅费,1795,1795,0,3,57,2,0,5,1,1800,-0.0028,0.3942,是,否,是,否,A,通过
R000239,生产部,普通员工,办公用品,895,895,0,1,3,1,8,4,0,700,0.2786,0.436,是,是,是,否,B,通过
R000240,生产部,普通员工,广告宣传费,5594,5643,49,3,12,3,3,1,1,5000,0.1188,1.0034,是,否,否,否,A,人工复核
R000241,采购部,主管,办公用品,427,75,352,3,23,1,0,7,0,700,-0.39,0.5878,是,否,否,否,A,通过
R000242,生产部,普通员工,广告宣传费,7218,7218,0,2,19,3,7,5,0,5000,0.4436,0.5565,是,是,否,是,B,人工复核
R000243,财务部,普通员工,广告宣传费,9806,9859,53,2,20,3,5,2,0,5000,0.9612,0.4065,是,是,否,否,B,通过
R000244,生产部,实习生,办公用品,229,229,0,3,60,1,14,14,0,700,-0.6729,0.74,是,否,否,否,C,人工复核
R000245,市场部,普通员工,办公用品,1276,1276,0,1,3,2,7,5,5,700,0.8229,0.9597,是,否,否,否,B,人工复核
R000246,行政部,实习生,招待费,2787,2787,0,2,20,2,5,2,0,2200,0.2668,1.1543,是,否,否,否,C,人工复核
R000247,行政部,普通员工,招待费,2423,2423,0,2,25,2,8,7,0,2200,0.1014,0.9919,是,否,否,否,B,通过
R000248,信息技术部,主管,维修费,2604,2604,0,4,14,2,8,6,1,1500,0.736,1.0091,是,是,否,否,A,人工复核
R000249,行政部,普通员工,交通费,671,644,27,2,38,1,5,4,1,350,0.9171,0.8559,是,否,否,否,B,人工复核
R000250,生产部,普通员工,招待费,7245,7245,0,4,12,3,4,12,2,2200,2.2932,0.7263,是,否,是,否,C,通过
R000251,行政部,普通员工,咨询服务费,8692,8692,0,3,45,3,2,2,1,6500,0.3372,0.7517,是,是,否,否,A,通过
R000252,信息技术部,普通员工,通信费,352,352,0,1,42,1,0,7,2,280,0.2571,0.8483,否,否,否,否,B,退回
R000253,行政部,实习生,办公用品,881,881,0,4,35,1,5,4,3,700,0.2586,1.1026,是,否,否,否,A,人工复核
R000254,财务部,普通员工,办公用品,765,765,0,2,40,1,3,12,0,700,0.0929,0.8459,是,否,否,否,A,人工复核
R000255,人力资源部,经理,维修费,1051,1051,0,2,34,2,0,4,3,1500,-0.2993,1.0773,是,是,否,否,B,人工复核
R000256,生产部,主管,会议费,5213,5213,0,3,42,3,6,3,3,3200,0.6291,0.7062,否,是,否,否,B,退回
R000257,生产部,普通员工,维修费,5342,5342,0,2,37,3,4,6,0,1500,2.5613,0.5203,是,否,是,否,A,退回
R000258,财务部,主管,办公用品,729,729,0,2,1,1,17,3,1,700,0.0414,0.3649,是,否,否,否,C,退回
R000259,财务部,普通员工,交通费,418,1204,786,4,30,1,18,7,2,350,0.1943,1.1401,是,否,否,否,A,人工复核
R000260,信息技术部,普通员工,办公用品,1130,1130,0,1,4,2,5,2,1,700,0.6143,0.5629,是,否,否,否,B,通过
R000261,人力资源部,普通员工,通信费,504,354,150,2,42,1,2,1,0,280,0.8,1.1688,否,是,是,否,A,人工复核
R000262,市场部,主管,差旅费,3400,3400,0,2,30,2,0,9,0,1800,0.8889,0.7272,是,否,否,是,B,人工复核
R000263,销售部,普通员工,咨询服务费,11976,11976,0,3,25,4,7,3,0,6500,0.8425,1.0332,是,是,否,否,A,通过
R000264,销售部,普通员工,招待费,2999,2989,10,1,79,2,12,14,0,2200,0.3632,0.8707,是,是,否,否,A,人工复核
R000265,财务部,普通员工,招待费,1595,1595,0,4,16,2,8,3,0,2200,-0.275,0.8268,是,否,否,否,C,通过
R000266,行政部,主管,咨询服务费,7198,7198,0,1,14,3,7,7,0,6500,0.1074,0.6752,是,是,否,否,A,通过
R000267,市场部,经理,广告宣传费,20845,20216,629,5,15,4,4,1,0,5000,3.169,0.7964,是,是,是,否,C,退回
R000268,信息技术部,普通员工,通信费,1110,1105,5,3,21,2,3,4,1,280,2.9643,0.9842,是,是,否,否,A,通过
R000269,财务部,普通员工,办公用品,847,847,0,1,15,1,3,1,2,700,0.21,0.8418,是,否,否,否,A,通过
R000270,销售部,普通员工,办公用品,2314,2314,0,8,81,2,2,6,0,700,2.3057,1.1922,是,是,否,否,C,退回
R000271,市场部,普通员工,交通费,1102,1102,0,5,24,2,1,2,2,350,2.1486,1.0281,是,否,是,否,A,人工复核
R000272,人力资源部,普通员工,招待费,4227,4227,0,1,33,2,2,1,2,2200,0.9214,0.4978,是,否,否,否,A,人工复核
R000273,行政部,普通员工,交通费,494,435,59,1,6,1,2,2,0,350,0.4114,1.2317,是,否,否,否,C,退回
R000274,财务部,主管,会议费,1672,1672,0,3,9,2,2,3,0,3200,-0.4775,1.0048,是,是,否,否,D,通过
R000275,销售部,主管,培训费,1790,1790,0,3,37,2,6,7,3,2600,-0.3115,0.6722,是,是,否,否,A,人工复核
R000276,人力资源部,主管,培训费,3006,3006,0,2,42,2,7,3,1,2600,0.1562,0.9959,是,是,否,否,B,人工复核
R000277,采购部,主管,交通费,559,559,0,2,23,1,5,2,0,350,0.5971,0.9887,是,是,否,否,A,通过
R000278,信息技术部,普通员工,培训费,3966,3966,0,4,18,2,6,5,0,2600,0.5254,0.993,是,是,否,否,B,通过
R000279,财务部,普通员工,会议费,6081,6081,0,3,32,3,1,2,0,3200,0.9003,0.8085,是,是,否,否,B,通过
R000280,行政部,主管,广告宣传费,6913,6913,0,3,36,3,2,3,0,5000,0.3826,1.1676,是,否,否,否,B,退回
R000281,市场部,普通员工,咨询服务费,10216,10216,0,3,37,4,0,5,0,6500,0.5717,0.73,是,是,否,否,B,通过
R000282,信息技术部,普通员工,差旅费,2571,2571,0,2,8,2,8,7,0,1800,0.4283,0.7034,是,否,否,否,C,通过
R000283,财务部,主管,招待费,4112,4112,0,4,39,2,5,4,0,2200,0.8691,0.9527,是,否,否,是,B,退回
R000284,采购部,普通员工,广告宣传费,9477,9477,0,1,23,3,3,6,0,5000,0.8954,1.0196,是,是,是,否,A,通过
R000285,销售部,普通员工,办公用品,966,911,55,4,35,1,0,7,0,700,0.38,0.9018,是,是,否,否,A,人工复核
R000286,信息技术部,普通员工,交通费,449,449,0,4,1,1,6,2,0,350,0.2829,1.0192,是,否,否,否,A,通过
R000287,销售部,普通员工,会议费,3246,3246,0,2,44,2,19,7,0,3200,0.0144,0.4173,是,是,否,否,C,人工复核
R000288,采购部,普通员工,会议费,3590,3590,0,4,21,2,1,1,0,3200,0.1219,0.9549,是,是,否,否,A,通过
R000289,销售部,普通员工,办公用品,791,791,0,2,45,1,3,2,1,700,0.13,0.7189,是,是,否,否,B,通过
R000290,市场部,主管,差旅费,1395,1395,0,1,3,2,0,2,0,1800,-0.225,0.9154,是,否,是,否,B,通过
R000291,生产部,普通员工,差旅费,1963,1963,0,4,10,2,8,5,0,1800,0.0906,1.0281,是,否,否,否,A,通过
R000292,行政部,普通员工,招待费,2670,2670,0,3,1,2,20,2,4,2200,0.2136,0.9471,是,否,否,否,A,人工复核
R000293,销售部,普通员工,交通费,314,314,0,4,38,1,3,7,0,350,-0.1029,0.7693,是,否,否,否,B,通过
R000294,人力资源部,普通员工,会议费,4305,4305,0,3,22,2,0,5,0,3200,0.3453,0.3797,是,是,否,否,B,通过
R000295,销售部,普通员工,会议费,3470,3470,0,2,13,2,7,7,0,3200,0.0844,0.9611,是,否,否,否,C,人工复核
R000296,行政部,普通员工,差旅费,2821,2821,0,2,37,2,8,4,1,1800,0.5672,1.0478,是,否,否,否,B,人工复核
R000297,行政部,普通员工,差旅费,1723,1723,0,4,1,2,7,6,1,1800,-0.0428,0.5922,是,否,是,否,C,通过
R000298,行政部,普通员工,差旅费,2252,2205,47,1,38,2,5,6,1,1800,0.2511,0.9215,是,否,否,否,B,退回
R000299,人力资源部,普通员工,咨询服务费,11318,11360,42,3,2,4,1,2,0,6500,0.7412,1.1754,是,是,否,否,B,人工复核
R000300,销售部,实习生,维修费,5516,5516,0,5,14,3,7,7,0,1500,2.6773,0.3601,是,是,是,否,A,通过
R000301,信息技术部,普通员工,差旅费,1399,1399,0,2,16,2,1,3,0,1800,-0.2228,0.7469,是,否,否,否,A,人工复核
R000302,人力资源部,普通员工,交通费,485,485,0,4,18,1,5,2,0,350,0.3857,1.0132,是,是,否,否,B,通过
R000303,生产部,普通员工,差旅费,3019,3019,0,3,9,2,4,12,0,1800,0.6772,0.4683,否,否,否,否,A,人工复核
R000304,信息技术部,普通员工,招待费,3111,3394,283,4,12,2,5,7,0,2200,0.4141,0.9909,是,否,否,否,C,人工复核
R000305,人力资源部,实习生,培训费,2236,2236,0,2,54,2,2,2,0,2600,-0.14,1.0489,是,是,否,否,C,人工复核
R000306,信息技术部,普通员工,交通费,88,88,0,3,16,1,3,4,0,350,-0.7486,0.3632,是,否,否,否,A,通过
R000307,信息技术部,经理,咨询服务费,8486,8486,0,1,16,3,4,4,0,6500,0.3055,0.8788,否,是,否,否,A,人工复核
R000308,采购部,普通员工,差旅费,2806,2806,0,1,33,2,6,1,0,1800,0.5589,0.5562,是,否,否,否,C,人工复核
R000309,行政部,实习生,培训费,4488,4488,0,1,4,2,0,7,0,2600,0.7262,0.8973,是,是,否,否,B,通过
R000310,市场部,普通员工,办公用品,948,948,0,2,14,1,3,5,0,700,0.3543,0.9436,是,是,否,否,A,通过
R000311,财务部,普通员工,差旅费,2210,2210,0,1,22,2,7,3,0,1800,0.2278,0.9973,否,否,否,否,B,人工复核
R000312,行政部,实习生,办公用品,460,460,0,1,38,1,6,2,0,700,-0.3429,0.7161,是,是,否,否,C,通过
R000313,销售部,经理,差旅费,6775,6775,0,5,15,3,3,6,1,1800,2.7639,0.9375,否,是,否,否,D,退回
R000314,行政部,普通员工,交通费,1211,1211,0,5,13,2,6,4,1,350,2.46,0.6319,是,否,是,否,C,人工复核
R000315,财务部,实习生,交通费,1318,1318,0,6,11,2,8,1,2,350,2.7657,0.8415,是,否,是,否,A,退回
R000316,财务部,普通员工,办公用品,377,377,0,2,36,1,5,6,0,700,-0.4614,0.4423,是,是,否,否,C,通过
R000317,销售部,经理,维修费,1615,1615,0,2,38,2,1,2,0,1500,0.0767,0.8313,是,是,否,否,A,通过
R000318,销售部,普通员工,办公用品,548,548,0,4,7,1,0,2,2,700,-0.2171,1.1775,是,否,是,否,C,通过
R000319,行政部,经理,交通费,957,957,0,4,32,1,15,2,0,350,1.7343,1.0146,是,否,否,否,A,退回
R000320,财务部,普通员工,会议费,4149,4149,0,4,28,2,0,14,1,3200,0.2966,1.0358,是,否,是,否,D,退回
R000321,人力资源部,普通员工,通信费,472,517,45,1,27,1,0,5,0,280,0.6857,0.8357,是,否,否,否,A,人工复核
R000322,财务部,普通员工,维修费,2184,2184,0,2,22,2,12,6,0,1500,0.456,0.3898,是,否,否,否,B,人工复核
R000323,财务部,普通员工,交通费,557,557,0,2,3,1,11,1,2,350,0.5914,0.7548,是,否,否,否,C,通过
R000324,生产部,普通员工,交通费,495,495,0,4,27,1,2,7,4,350,0.4143,0.9368,是,否,否,否,A,人工复核
R000325,生产部,主管,通信费,1113,1113,0,4,11,2,8,5,0,280,2.975,0.9071,是,否,否,否,C,人工复核
R000326,人力资源部,主管,差旅费,1651,1651,0,3,4,2,7,16,0,1800,-0.0828,0.982,是,否,否,否,A,人工复核
R000327,人力资源部,普通员工,培训费,4132,5136,1004,1,8,2,3,13,0,2600,0.5892,1.2081,是,是,否,否,A,人工复核
R000328,销售部,普通员工,交通费,598,598,0,3,32,1,8,4,4,350,0.7086,1.2269,是,否,否,否,B,退回
R000329,市场部,普通员工,办公用品,3441,3441,0,6,42,2,6,9,1,700,3.9157,0.7454,是,否,否,否,C,通过
R000330,财务部,主管,差旅费,1917,1865,52,3,27,2,3,16,4,1800,0.065,0.9142,是,是,否,否,B,人工复核
R000331,生产部,经理,招待费,2839,2788,51,1,90,2,2,3,1,2200,0.2905,0.749,是,否,否,否,A,人工复核
R000332,行政部,普通员工,交通费,272,272,0,2,34,1,4,15,4,350,-0.2229,0.5366,是,否,否,否,A,人工复核
R000333,销售部,普通员工,交通费,608,567,41,1,61,1,5,1,1,350,0.7371,0.7141,是,否,是,否,B,人工复核
R000334,市场部,普通员工,会议费,4892,4864,28,1,8,2,3,1,0,3200,0.5288,0.6084,是,是,否,否,A,通过
R000335,采购部,普通员工,招待费,1517,774,743,4,8,2,0,1,0,2200,-0.3105,0.398,是,否,否,否,A,通过
R000336,人力资源部,普通员工,通信费,263,214,49,2,70,1,5,7,0,280,-0.0607,0.8523,是,否,否,否,A,通过
R000337,人力资源部,普通员工,通信费,474,524,50,3,5,1,0,2,0,280,0.6929,0.5376,是,是,否,否,B,通过
R000338,财务部,普通员工,广告宣传费,5944,5944,0,3,36,3,6,7,0,5000,0.1888,0.7851,是,否,否,否,A,人工复核
R000339,行政部,普通员工,培训费,2109,2109,0,3,13,2,3,6,0,2600,-0.1888,0.6379,是,是,否,否,B,通过
R000340,财务部,经理,招待费,2678,2678,0,3,12,2,5,7,2,2200,0.2173,0.8801,是,否,否,否,B,人工复核
R000341,行政部,普通员工,维修费,1076,1076,0,4,81,2,2,2,0,1500,-0.2827,1.0254,是,是,是,否,B,人工复核
R000342,行政部,普通员工,通信费,210,210,0,1,41,1,8,7,0,280,-0.25,1.0203,是,否,否,否,B,人工复核
R000343,行政部,普通员工,招待费,3642,3642,0,4,15,2,4,6,3,2200,0.6555,0.6388,是,否,否,否,A,人工复核
R000344,采购部,普通员工,办公用品,2327,2327,0,4,4,2,5,7,0,700,2.3243,0.7553,是,否,否,否,A,通过
R000345,市场部,主管,招待费,1685,1685,0,1,58,2,1,2,1,2200,-0.2341,0.6154,是,否,否,否,A,通过
R000346,行政部,普通员工,广告宣传费,3460,3485,25,1,36,2,0,2,0,5000,-0.308,0.9271,是,是,否,否,C,人工复核
R000347,销售部,主管,培训费,1635,1635,0,4,28,2,6,12,1,2600,-0.3712,0.4984,否,是,否,否,B,人工复核
R000348,行政部,普通员工,通信费,469,469,0,2,20,1,8,5,0,280,0.675,0.8719,是,是,否,否,A,通过
R000349,人力资源部,普通员工,咨询服务费,3380,3380,0,1,15,2,5,14,0,6500,-0.48,0.7813,是,是,否,否,C,人工复核
R000350,人力资源部,普通员工,差旅费,936,936,0,1,7,1,1,1,4,1800,-0.48,0.523,是,否,否,否,C,退回
R000351,信息技术部,普通员工,维修费,1725,2129,404,3,19,2,8,7,2,1500,0.15,0.8942,是,是,否,否,A,人工复核
R000352,行政部,普通员工,广告宣传费,2073,2073,0,4,24,2,5,1,0,5000,-0.5854,0.4909,是,否,否,是,A,人工复核
R000353,财务部,普通员工,广告宣传费,7041,7041,0,4,15,3,1,2,1,5000,0.4082,0.6228,是,是,否,否,A,通过
R000354,人力资源部,普通员工,招待费,2547,2547,0,4,10,2,3,6,1,2200,0.1577,0.9682,是,否,否,否,C,人工复核
R000355,销售部,经理,办公用品,841,841,0,3,14,1,1,5,2,700,0.2014,0.9904,是,否,否,否,B,人工复核
R000356,生产部,普通员工,招待费,1028,1028,0,1,36,2,7,4,0,2200,-0.5327,0.6751,是,否,是,否,B,通过
R000357,市场部,普通员工,会议费,2694,2694,0,4,14,2,0,3,0,3200,-0.1581,0.873,是,是,否,否,B,人工复核
R000358,财务部,实习生,招待费,2964,2964,0,3,32,2,8,4,1,2200,0.3473,0.9596,是,是,否,是,A,退回
R000359,市场部,实习生,办公用品,1178,1178,0,2,15,2,7,3,0,700,0.6829,0.4445,是,否,否,否,A,通过
R000360,销售部,普通员工,会议费,1028,996,32,4,6,2,2,7,1,3200,-0.6788,0.6189,否,是,否,否,A,人工复核
R000361,人力资源部,普通员工,差旅费,2548,1679,869,3,20,2,5,7,0,1800,0.4156,0.5224,是,否,否,否,A,人工复核
R000362,采购部,普通员工,维修费,1111,1111,0,2,10,2,8,2,0,1500,-0.2593,0.4663,是,否,否,否,A,人工复核
R000363,行政部,主管,差旅费,1991,2042,51,2,38,2,8,1,0,1800,0.1061,1.0237,是,否,否,是,C,退回
R000364,采购部,普通员工,通信费,126,126,0,3,7,1,2,5,1,280,-0.55,0.6899,是,否,否,否,C,通过
R000365,销售部,普通员工,招待费,4219,4183,36,3,1,2,0,1,0,2200,0.9177,0.5257,是,否,是,否,B,人工复核
R000366,信息技术部,普通员工,招待费,808,808,0,4,82,1,5,1,0,2200,-0.6327,0.5643,是,否,否,否,A,通过
R000367,行政部,主管,招待费,1240,1240,0,2,40,2,3,1,0,2200,-0.4364,0.4507,是,否,否,否,A,通过
R000368,市场部,实习生,广告宣传费,5373,5373,0,2,15,3,8,11,1,5000,0.0746,0.5723,是,是,否,否,C,人工复核
R000369,财务部,普通员工,培训费,4688,4688,0,1,22,2,1,5,0,2600,0.8031,0.5427,是,是,否,否,A,通过
R000370,市场部,普通员工,差旅费,1617,1617,0,1,20,2,18,3,0,1800,-0.1017,0.7974,是,否,否,否,A,通过
R000371,信息技术部,普通员工,交通费,274,274,0,1,5,1,4,1,0,350,-0.2171,1.0765,是,是,是,否,A,退回
R000372,生产部,普通员工,招待费,2311,2311,0,2,41,2,5,4,0,2200,0.0505,0.8315,是,否,否,否,B,通过
R000373,市场部,普通员工,会议费,5404,5404,0,4,7,3,3,4,0,3200,0.6888,0.392,是,是,否,是,C,通过
R000374,信息技术部,主管,维修费,899,899,0,1,45,1,1,6,0,1500,-0.4007,0.6945,是,是,否,否,A,人工复核
R000375,销售部,普通员工,办公用品,444,489,45,1,18,1,10,7,0,700,-0.3657,0.7066,是,否,否,否,A,通过
R000376,销售部,普通员工,广告宣传费,2632,2632,0,3,42,2,16,3,0,5000,-0.4736,0.604,是,是,否,否,A,人工复核
R000377,销售部,普通员工,通信费,401,348,53,1,29,1,5,6,3,280,0.4321,0.3952,是,否,是,否,A,人工复核
R000378,人力资源部,普通员工,培训费,1189,1189,0,3,10,2,0,14,3,2600,-0.5427,0.3864,是,是,是,否,A,人工复核
R000379,生产部,主管,差旅费,821,821,0,2,39,1,6,3,0,1800,-0.5439,1.0447,是,否,否,否,B,人工复核
R000380,销售部,主管,差旅费,1576,1576,0,1,25,2,0,16,0,1800,-0.1244,1.1432,是,否,否,否,B,人工复核
R000381,市场部,主管,招待费,2204,2167,37,2,2,2,2,7,0,2200,0.0018,0.8226,是,否,否,否,C,通过
R000382,信息技术部,普通员工,培训费,1694,1724,30,2,40,2,7,5,0,2600,-0.3485,1.1052,是,是,否,否,A,退回
R000383,市场部,普通员工,差旅费,1328,1328,0,4,29,2,17,2,0,1800,-0.2622,0.8138,是,否,否,否,D,人工复核
R000384,行政部,普通员工,招待费,2022,2614,592,2,34,2,6,1,1,2200,-0.0809,0.9865,否,是,否,否,C,退回
R000385,人力资源部,主管,维修费,1920,1874,46,3,28,2,9,3,2,1500,0.28,0.6849,是,是,否,否,B,通过
R000386,生产部,经理,差旅费,563,563,0,3,28,1,10,2,0,1800,-0.6872,0.6574,否,否,否,否,C,人工复核
R000387,市场部,普通员工,广告宣传费,2033,2033,0,3,5,2,3,5,0,5000,-0.5934,0.5727,是,是,否,否,B,通过
R000388,采购部,普通员工,办公用品,941,966,25,1,3,1,7,4,0,700,0.3443,1.0217,是,否,否,否,A,人工复核
R000389,采购部,普通员工,会议费,2438,2392,46,3,19,2,7,7,1,3200,-0.2381,0.4788,是,是,否,否,C,退回
R000390,生产部,主管,招待费,1501,1501,0,3,60,2,0,5,1,2200,-0.3177,1.062,是,是,否,否,D,退回
R000391,销售部,主管,办公用品,1488,1488,0,6,15,2,6,17,1,700,1.1257,0.8966,是,是,否,否,B,通过
R000392,财务部,实习生,咨询服务费,23912,23912,0,4,39,4,12,6,0,6500,2.6788,0.5068,是,是,否,否,A,人工复核
R000393,行政部,普通员工,会议费,5521,5481,40,3,43,3,0,6,0,3200,0.7253,0.9934,是,是,否,否,A,人工复核
R000394,行政部,普通员工,交通费,627,627,0,1,31,1,7,6,1,350,0.7914,0.9057,是,否,否,否,B,人工复核
R000395,采购部,普通员工,差旅费,1098,1098,0,2,40,2,3,1,2,1800,-0.39,0.8015,是,是,否,否,A,通过
R000396,财务部,主管,交通费,414,414,0,4,41,1,1,5,0,350,0.1829,0.4252,是,否,否,否,A,通过
